Tiempo,Demanda,Solar_Gen,Eolica_Gen,Hora,Dia_Semana,Temperatura,Radiacion_Solar,Velocidad_Viento
2021-03-03 10:00:00,2050.17,641.7,313.38,10,2,27.4,802.13,10.27
2021-03-03 11:00:00,1972.29,783.13,127.15,11,2,28.07,978.91,7.6
2021-03-03 12:00:00,1846.98,796.71,60.93,12,2,29.7,995.88,5.95
2021-03-03 13:00:00,1675.16,802.14,28.58,13,2,29.15,1002.67,4.62
2021-03-03 14:00:00,1534.0,715.84,45.5,14,2,29.52,894.8,5.4
2021-03-03 15:00:00,1408.31,532.3,39.1,15,2,30.71,665.38,5.13
2021-03-03 16:00:00,1500.35,349.15,12.66,16,2,30.21,436.43,3.52
2021-03-03 17:00:00,1816.59,192.91,10.58,17,2,30.64,241.14,3.32
2021-03-03 18:00:00,2059.53,0.0,109.72,18,2,29.99,0.0,7.24
2021-03-03 19:00:00,2356.78,0.0,81.37,19,2,30.63,0.0,6.55
2021-03-03 20:00:00,2607.07,0.0,59.62,20,2,30.49,0.0,5.91
2021-03-03 21:00:00,2759.66,0.0,148.11,21,2,28.75,0.0,8.0
2021-03-03 22:00:00,2547.08,0.0,172.92,22,2,29.93,0.0,8.42
2021-03-03 23:00:00,2001.75,0.0,194.85,23,2,28.48,0.0,8.77
2021-03-04 00:00:00,1569.06,0.0,260.19,0,3,26.31,0.0,9.65
2021-03-04 01:00:00,1104.31,0.0,343.03,1,3,28.04,0.0,10.58
2021-03-04 02:00:00,997.7,0.0,146.71,2,3,26.41,0.0,7.97
2021-03-04 03:00:00,831.94,0.0,364.79,3,3,24.0,0.0,10.8
2021-03-04 04:00:00,717.07,0.0,243.71,4,3,25.28,0.0,9.44
2021-03-04 05:00:00,896.49,0.0,342.73,5,3,25.49,0.0,10.58
2021-03-04 06:00:00,1292.11,0.0,404.55,6,3,25.16,0.0,11.18
2021-03-04 07:00:00,1658.36,164.81,367.53,7,3,26.71,206.01,10.83
2021-03-04 08:00:00,2160.48,430.16,254.2,8,3,27.64,537.69,9.58
2021-03-04 09:00:00,2304.54,593.9,226.96,9,3,28.28,742.38,9.22
2021-03-04 10:00:00,2052.12,686.81,148.28,10,3,28.81,858.51,8.0
2021-03-04 11:00:00,1914.45,783.15,69.41,11,3,28.96,978.94,6.21
2021-03-04 12:00:00,1803.45,800.01,108.42,12,3,31.88,1000.01,7.21
2021-03-04 13:00:00,1636.3,729.37,38.97,13,3,29.52,911.71,5.13
2021-03-04 14:00:00,1520.09,663.08,29.44,14,3,29.56,828.84,4.67
2021-03-04 15:00:00,1423.79,591.58,26.23,15,3,30.62,739.47,4.49
2021-03-04 16:00:00,1529.25,392.68,42.28,16,3,32.02,490.85,5.27
2021-03-04 17:00:00,1776.29,205.85,13.18,17,3,30.6,257.32,3.57
2021-03-04 18:00:00,2077.79,34.67,58.35,18,3,31.94,43.34,5.86
2021-03-04 19:00:00,2374.73,0.0,63.4,19,3,30.15,0.0,6.03
2021-03-04 20:00:00,2662.73,0.0,139.45,20,3,27.93,0.0,7.84
2021-03-04 21:00:00,2733.92,0.0,148.08,21,3,27.81,0.0,8.0
2021-03-04 22:00:00,2449.53,0.0,137.84,22,3,28.69,0.0,7.81
2021-03-04 23:00:00,2003.84,0.0,233.17,23,3,27.57,0.0,9.31
2021-03-05 00:00:00,1531.11,0.0,205.7,0,4,26.68,0.0,8.92
2021-03-05 01:00:00,1126.97,0.0,332.88,1,4,26.17,0.0,10.48
2021-03-05 02:00:00,993.85,0.0,101.69,2,4,25.82,0.0,7.06
2021-03-05 03:00:00,856.19,0.0,309.73,3,4,24.49,0.0,10.23
2021-03-05 04:00:00,692.36,0.0,294.06,4,4,24.0,0.0,10.05
2021-03-05 05:00:00,922.27,0.0,324.24,5,4,25.3,0.0,10.39
2021-03-05 06:00:00,1288.27,0.0,489.0,6,4,25.32,0.0,11.91
2021-03-05 07:00:00,1635.22,188.4,492.79,7,4,26.33,235.5,11.94
2021-03-05 08:00:00,2122.71,401.96,129.38,8,4,25.44,502.45,7.65
2021-03-05 09:00:00,2196.76,587.14,219.05,9,4,27.35,733.92,9.11
2021-03-05 10:00:00,2056.22,688.35,161.02,10,4,29.74,860.44,8.23
2021-03-05 11:00:00,1939.09,816.78,63.73,11,4,29.01,1020.97,6.04
2021-03-05 12:00:00,1800.32,877.05,71.64,12,4,30.24,1096.31,6.28
2021-03-05 13:00:00,1693.91,751.77,50.0,13,4,30.04,939.71,5.57
2021-03-05 14:00:00,1566.84,696.09,39.63,14,4,30.22,870.11,5.15
2021-03-05 15:00:00,1393.33,612.22,8.63,15,4,31.07,765.28,3.1
2021-03-05 16:00:00,1566.51,414.53,43.05,16,4,29.34,518.17,5.3
2021-03-05 17:00:00,1850.71,135.52,15.67,17,4,31.95,169.4,3.78
2021-03-05 18:00:00,2137.46,18.79,49.73,18,4,30.97,23.48,5.56
2021-03-05 19:00:00,2389.92,0.0,14.51,19,4,31.61,0.0,3.69
2021-03-05 20:00:00,2723.71,0.0,56.45,20,4,29.5,0.0,5.8
2021-03-05 21:00:00,2790.61,0.0,200.24,21,4,27.1,0.0,8.85
2021-03-05 22:00:00,2483.79,0.0,209.37,22,4,29.02,0.0,8.98
2021-03-05 23:00:00,2016.48,0.0,151.96,23,4,26.62,0.0,8.07
2021-03-06 00:00:00,1532.92,0.0,123.39,0,5,25.85,0.0,7.53
2021-03-06 01:00:00,1094.78,0.0,135.12,1,5,25.01,0.0,7.76
2021-03-06 02:00:00,952.1,0.0,453.33,2,5,26.62,0.0,11.61
2021-03-06 03:00:00,834.6,0.0,269.44,3,5,26.16,0.0,9.77
2021-03-06 04:00:00,686.44,0.0,278.57,4,5,24.43,0.0,9.87
2021-03-06 05:00:00,918.11,0.0,340.37,5,5,24.99,0.0,10.56
2021-03-06 06:00:00,1250.13,60.81,500.0,6,5,24.08,76.01,14.35
2021-03-06 07:00:00,1663.58,165.4,67.1,7,5,26.34,206.75,6.14
2021-03-06 08:00:00,2104.96,373.46,383.4,8,5,27.09,466.82,10.98
2021-03-06 09:00:00,2215.54,550.38,224.45,9,5,28.19,687.98,9.19
2021-03-06 10:00:00,2047.04,690.31,114.17,10,5,27.06,862.88,7.33
2021-03-06 11:00:00,1929.3,794.5,76.38,11,5,29.02,993.13,6.41
2021-03-06 12:00:00,1870.06,817.52,58.41,12,5,29.19,1021.9,5.87
2021-03-06 13:00:00,1651.25,789.0,21.19,13,5,30.04,986.25,4.18
2021-03-06 14:00:00,1529.01,737.15,127.99,14,5,30.05,921.44,7.62
2021-03-06 15:00:00,1427.96,520.64,16.46,15,5,29.73,650.8,3.85
2021-03-06 16:00:00,1546.91,447.23,22.2,16,5,31.31,559.04,4.25
2021-03-06 17:00:00,1791.12,167.36,91.62,17,5,30.38,209.21,6.82
2021-03-06 18:00:00,2096.29,0.0,80.91,18,5,30.12,0.0,6.54
2021-03-06 19:00:00,2413.98,0.0,35.53,19,5,28.71,0.0,4.97
2021-03-06 20:00:00,2623.36,0.0,71.61,20,5,29.35,0.0,6.28
2021-03-06 21:00:00,2863.24,0.0,178.33,21,5,29.16,0.0,8.51
2021-03-06 22:00:00,2572.0,0.0,269.42,22,5,26.89,0.0,9.76
2021-03-06 23:00:00,1952.37,0.0,196.52,23,5,24.81,0.0,8.79
2021-03-07 00:00:00,1513.41,0.0,294.18,0,6,26.19,0.0,10.06
2021-03-07 01:00:00,1102.62,0.0,285.05,1,6,26.91,0.0,9.95
2021-03-07 02:00:00,955.77,0.0,500.0,2,6,28.09,0.0,12.22
2021-03-07 03:00:00,853.72,0.0,290.96,3,6,24.6,0.0,10.02
2021-03-07 04:00:00,702.27,0.0,500.0,4,6,25.58,0.0,13.35
2021-03-07 05:00:00,891.31,0.0,169.55,5,6,24.83,0.0,8.37
2021-03-07 06:00:00,1267.94,0.0,374.03,6,6,24.84,0.0,10.89
2021-03-07 07:00:00,1671.39,263.7,211.32,7,6,27.59,329.62,9.01
2021-03-07 08:00:00,2084.14,414.64,202.07,8,6,26.69,518.29,8.87
2021-03-07 09:00:00,2289.56,483.32,285.81,9,6,26.11,604.16,9.96
2021-03-07 10:00:00,2111.28,703.02,231.93,10,6,27.15,878.77,9.29
2021-03-07 11:00:00,1930.72,802.56,86.42,11,6,28.23,1003.2,6.68
2021-03-07 12:00:00,1840.63,820.21,118.23,12,6,28.89,1025.26,7.42
2021-03-07 13:00:00,1703.96,819.63,43.1,13,6,30.69,1024.53,5.3
2021-03-07 14:00:00,1504.03,707.2,44.98,14,6,30.91,884.0,5.38
2021-03-07 15:00:00,1405.31,535.49,59.18,15,6,29.13,669.36,5.89
2021-03-07 16:00:00,1524.47,428.8,90.24,16,6,30.51,536.0,6.78
2021-03-07 17:00:00,1788.8,161.3,43.85,17,6,31.06,201.63,5.33
2021-03-07 18:00:00,2137.25,7.3,96.41,18,6,31.19,9.12,6.93
2021-03-07 19:00:00,2337.47,0.0,79.44,19,6,29.74,0.0,6.5
2021-03-07 20:00:00,2673.1,0.0,38.03,20,6,30.99,0.0,5.08
2021-03-07 21:00:00,2862.85,0.0,108.44,21,6,32.01,0.0,7.21
2021-03-07 22:00:00,2577.98,0.0,184.14,22,6,28.6,0.0,8.6
2021-03-07 23:00:00,1964.38,0.0,270.64,23,6,27.88,0.0,9.78
2021-03-08 00:00:00,1538.41,0.0,244.35,0,0,24.79,0.0,9.45
2021-03-08 01:00:00,1105.27,0.0,251.09,1,0,25.43,0.0,9.54
2021-03-08 02:00:00,982.14,0.0,232.4,2,0,25.1,0.0,9.3
2021-03-08 03:00:00,847.27,0.0,377.55,3,0,24.78,0.0,10.93
2021-03-08 04:00:00,708.73,0.0,415.57,4,0,24.39,0.0,11.28
2021-03-08 05:00:00,876.78,0.0,180.62,5,0,25.91,0.0,8.55
2021-03-08 06:00:00,1251.88,9.86,327.46,6,0,25.09,12.32,10.42
2021-03-08 07:00:00,1635.33,185.59,429.86,7,0,24.06,231.99,11.41
2021-03-08 08:00:00,2136.08,382.17,137.65,8,0,25.17,477.72,7.81
2021-03-08 09:00:00,2200.98,528.21,302.5,9,0,27.91,660.27,10.15
2021-03-08 10:00:00,2136.48,728.58,174.63,10,0,28.91,910.72,8.45
2021-03-08 11:00:00,1934.92,746.99,139.39,11,0,25.44,933.74,7.84
2021-03-08 12:00:00,1866.45,859.39,69.39,12,0,30.17,1074.24,6.21
2021-03-08 13:00:00,1641.57,840.09,37.46,13,0,28.87,1050.11,5.06
2021-03-08 14:00:00,1506.73,654.96,54.09,14,0,30.1,818.7,5.72
2021-03-08 15:00:00,1396.21,562.52,26.95,15,0,31.93,703.15,4.53
2021-03-08 16:00:00,1516.57,380.62,48.31,16,0,30.92,475.77,5.51
2021-03-08 17:00:00,1766.62,172.67,55.73,17,0,30.66,215.84,5.78
2021-03-08 18:00:00,2077.62,0.0,53.66,18,0,31.27,0.0,5.7
2021-03-08 19:00:00,2350.87,0.0,46.15,19,0,30.41,0.0,5.42
2021-03-08 20:00:00,2727.77,0.0,42.73,20,0,29.04,0.0,5.29
2021-03-08 21:00:00,2869.18,0.0,40.94,21,0,28.79,0.0,5.21
2021-03-08 22:00:00,2572.14,0.0,86.59,22,0,27.33,0.0,6.69
2021-03-08 23:00:00,1995.17,0.0,207.84,23,0,28.44,0.0,8.96
2021-03-09 00:00:00,1558.69,0.0,93.95,0,1,27.34,0.0,6.87
2021-03-09 01:00:00,1152.18,0.0,209.79,1,1,24.0,0.0,8.98
2021-03-09 02:00:00,1001.86,0.0,500.0,2,1,25.76,0.0,12.5
2021-03-09 03:00:00,863.6,0.0,500.0,3,1,25.18,0.0,12.62
2021-03-09 04:00:00,719.41,0.0,134.47,4,1,26.97,0.0,7.75
2021-03-09 05:00:00,917.94,0.0,368.96,5,1,25.69,0.0,10.84
2021-03-09 06:00:00,1284.83,0.0,294.94,6,1,27.08,0.0,10.06
2021-03-09 07:00:00,1637.34,210.06,264.69,7,1,26.06,262.58,9.71
2021-03-09 08:00:00,2089.5,413.17,193.34,8,1,27.43,516.46,8.74
2021-03-09 09:00:00,2287.66,475.19,257.4,9,1,27.22,593.99,9.62
2021-03-09 10:00:00,2151.41,739.74,57.55,10,1,29.69,924.67,5.84
2021-03-09 11:00:00,1940.06,835.36,81.93,11,1,28.51,1044.2,6.57
2021-03-09 12:00:00,1860.16,785.95,94.61,12,1,30.86,982.43,6.89
2021-03-09 13:00:00,1712.61,670.91,43.46,13,1,29.93,838.63,5.32
2021-03-09 14:00:00,1553.36,703.38,37.82,14,1,31.93,879.23,5.07
2021-03-09 15:00:00,1413.89,529.53,79.74,15,1,29.04,661.91,6.51
2021-03-09 16:00:00,1499.1,439.66,30.8,16,1,31.25,549.57,4.74
2021-03-09 17:00:00,1818.59,250.42,15.07,17,1,32.06,313.02,3.73
2021-03-09 18:00:00,2042.68,2.34,92.33,18,1,30.53,2.92,6.83
2021-03-09 19:00:00,2348.17,0.0,71.99,19,1,28.92,0.0,6.29
2021-03-09 20:00:00,2606.55,0.0,350.31,20,1,29.71,0.0,10.66
2021-03-09 21:00:00,2718.05,0.0,130.07,21,1,28.04,0.0,7.66
2021-03-09 22:00:00,2488.01,0.0,45.4,22,1,27.76,0.0,5.39
2021-03-09 23:00:00,1928.2,0.0,126.12,23,1,26.19,0.0,7.58
2021-03-10 00:00:00,1497.15,0.0,112.24,0,2,27.56,0.0,7.29
2021-03-10 01:00:00,1119.68,0.0,354.15,1,2,25.9,0.0,10.7
2021-03-10 02:00:00,968.91,0.0,219.22,2,2,24.64,0.0,9.12
2021-03-10 03:00:00,838.92,0.0,385.94,3,2,26.57,0.0,11.01
2021-03-10 04:00:00,712.58,0.0,396.55,4,2,24.45,0.0,11.11
2021-03-10 05:00:00,897.74,0.0,472.5,5,2,25.97,0.0,11.78
2021-03-10 06:00:00,1227.72,59.08,324.5,6,2,25.71,73.85,10.39
2021-03-10 07:00:00,1645.33,153.0,408.21,7,2,25.67,191.25,11.22
2021-03-10 08:00:00,2039.06,448.79,78.61,8,2,25.44,560.98,6.48
2021-03-10 09:00:00,2228.32,561.01,289.58,9,2,26.29,701.27,10.0
2021-03-10 10:00:00,2069.1,695.75,92.79,10,2,27.02,869.68,6.84
2021-03-10 11:00:00,1988.81,794.03,162.37,11,2,28.51,992.53,8.25
2021-03-10 12:00:00,1846.6,798.98,209.2,12,2,28.29,998.73,8.98
2021-03-10 13:00:00,1675.66,761.75,209.34,13,2,29.99,952.18,8.98
2021-03-10 14:00:00,1548.54,664.04,19.91,14,2,31.04,830.05,4.1
2021-03-10 15:00:00,1389.23,530.9,38.87,15,2,31.7,663.63,5.12
2021-03-10 16:00:00,1585.66,360.46,42.77,16,2,31.5,450.57,5.29
2021-03-10 17:00:00,1853.22,235.01,32.11,17,2,32.21,293.76,4.81
2021-03-10 18:00:00,2141.44,0.0,47.19,18,2,32.95,0.0,5.46
2021-03-10 19:00:00,2417.58,0.0,73.59,19,2,30.18,0.0,6.34
2021-03-10 20:00:00,2738.89,0.0,354.66,20,2,30.34,0.0,10.7
2021-03-10 21:00:00,2831.09,0.0,72.21,21,2,29.51,0.0,6.3
2021-03-10 22:00:00,2446.26,0.0,118.19,22,2,27.62,0.0,7.42
2021-03-10 23:00:00,1971.85,0.0,187.37,23,2,26.47,0.0,8.65
2021-03-11 00:00:00,1545.93,0.0,377.98,0,3,27.05,0.0,10.93
2021-03-11 01:00:00,1118.66,0.0,247.76,1,3,24.0,0.0,9.5
2021-03-11 02:00:00,955.51,0.0,420.01,2,3,26.27,0.0,11.32
2021-03-11 03:00:00,825.06,0.0,307.8,3,3,24.73,0.0,10.21
2021-03-11 04:00:00,701.39,0.0,480.03,4,3,24.56,0.0,11.84
2021-03-11 05:00:00,888.23,0.0,216.46,5,3,24.56,0.0,9.08
2021-03-11 06:00:00,1266.74,25.36,284.51,6,3,25.42,31.7,9.94
2021-03-11 07:00:00,1693.06,248.58,500.0,7,3,25.38,310.73,12.16
2021-03-11 08:00:00,2141.95,409.88,251.67,8,3,27.1,512.35,9.55
2021-03-11 09:00:00,2280.02,543.92,195.1,9,3,27.21,679.9,8.77
2021-03-11 10:00:00,2051.26,639.98,463.76,10,3,28.25,799.97,11.7
2021-03-11 11:00:00,1977.32,775.07,51.06,11,3,29.93,968.84,5.61
2021-03-11 12:00:00,1806.13,795.22,67.8,12,3,29.02,994.03,6.17
2021-03-11 13:00:00,1679.51,793.19,21.08,13,3,31.04,991.49,4.18
2021-03-11 14:00:00,1570.79,690.3,49.13,14,3,30.62,862.87,5.54
2021-03-11 15:00:00,1382.4,543.36,56.39,15,3,30.37,679.2,5.8
2021-03-11 16:00:00,1548.32,409.44,0.0,16,3,29.48,511.8,2.08
2021-03-11 17:00:00,1780.37,261.86,41.42,17,3,31.65,327.32,5.23
2021-03-11 18:00:00,2037.42,4.48,90.6,18,3,30.53,5.6,6.79
2021-03-11 19:00:00,2436.45,0.0,79.81,19,3,30.17,0.0,6.51
2021-03-11 20:00:00,2639.99,0.0,91.03,20,3,29.25,0.0,6.8
2021-03-11 21:00:00,2823.31,0.0,114.79,21,3,29.52,0.0,7.35
2021-03-11 22:00:00,2549.78,0.0,249.0,22,3,27.9,0.0,9.51
2021-03-11 23:00:00,1995.5,0.0,68.7,23,3,26.07,0.0,6.19
2021-03-12 00:00:00,1585.12,0.0,399.05,0,4,28.23,0.0,11.13
2021-03-12 01:00:00,1106.57,0.0,180.04,1,4,26.19,0.0,8.54
2021-03-12 02:00:00,983.9,0.0,316.13,2,4,26.37,0.0,10.3
2021-03-12 03:00:00,846.84,0.0,145.88,3,4,26.74,0.0,7.96
2021-03-12 04:00:00,679.78,0.0,500.0,4,4,24.04,0.0,12.27
2021-03-12 05:00:00,897.51,0.0,199.54,5,4,25.5,0.0,8.83
2021-03-12 06:00:00,1295.96,0.0,500.0,6,4,24.07,0.0,12.24
2021-03-12 07:00:00,1721.93,234.31,412.98,7,4,26.56,292.89,11.26
2021-03-12 08:00:00,2154.08,495.61,414.73,8,4,25.64,619.51,11.27
2021-03-12 09:00:00,2190.62,566.38,74.32,9,4,28.81,707.98,6.36
2021-03-12 10:00:00,2133.26,696.3,101.49,10,4,27.12,870.37,7.05
2021-03-12 11:00:00,1942.62,736.58,106.77,11,4,28.57,920.72,7.17
2021-03-12 12:00:00,1776.2,866.35,67.07,12,4,29.01,1082.94,6.14
2021-03-12 13:00:00,1639.23,790.99,65.83,13,4,32.17,988.73,6.1
2021-03-12 14:00:00,1541.86,634.14,50.47,14,4,29.72,792.67,5.59
2021-03-12 15:00:00,1359.7,452.29,40.43,15,4,31.26,565.37,5.19
2021-03-12 16:00:00,1565.53,313.24,0.0,16,4,31.03,391.55,2.55
2021-03-12 17:00:00,1857.89,171.11,17.31,17,4,29.42,213.89,3.91
2021-03-12 18:00:00,2136.69,0.0,71.09,18,4,30.23,0.0,6.26
2021-03-12 19:00:00,2351.7,0.0,107.98,19,4,30.49,0.0,7.2
2021-03-12 20:00:00,2704.28,0.0,45.73,20,4,30.49,0.0,5.41
2021-03-12 21:00:00,2843.8,0.0,103.16,21,4,29.21,0.0,7.09
2021-03-12 22:00:00,2550.21,0.0,105.07,22,4,28.08,0.0,7.13
2021-03-12 23:00:00,2017.33,0.0,178.23,23,4,25.27,0.0,8.51
2021-03-13 00:00:00,1539.54,0.0,243.64,0,5,26.61,0.0,9.44
2021-03-13 01:00:00,1132.23,0.0,385.57,1,5,24.0,0.0,11.0
2021-03-13 02:00:00,979.2,0.0,121.01,2,5,24.69,0.0,7.48
2021-03-13 03:00:00,861.1,0.0,325.6,3,5,24.0,0.0,10.4
2021-03-13 04:00:00,703.65,0.0,280.48,4,5,26.25,0.0,9.9
2021-03-13 05:00:00,898.59,0.0,500.0,5,5,25.44,0.0,12.76
2021-03-13 06:00:00,1282.89,0.0,500.0,6,5,25.16,0.0,13.02
2021-03-13 07:00:00,1717.5,155.32,211.92,7,5,26.08,194.15,9.01
2021-03-13 08:00:00,2072.72,403.47,430.09,8,5,26.37,504.33,11.41
2021-03-13 09:00:00,2205.62,557.87,145.0,9,5,28.86,697.33,7.94
2021-03-13 10:00:00,2050.65,645.04,136.69,10,5,27.23,806.3,7.79
2021-03-13 11:00:00,1960.1,825.35,124.06,11,5,26.18,1031.69,7.54
2021-03-13 12:00:00,1836.97,810.47,27.93,12,5,29.3,1013.08,4.59
2021-03-13 13:00:00,1665.31,817.43,51.29,13,5,31.48,1021.79,5.62
2021-03-13 14:00:00,1562.34,793.91,22.0,14,5,31.14,992.39,4.24
2021-03-13 15:00:00,1373.19,550.17,27.06,15,5,29.76,687.72,4.54
2021-03-13 16:00:00,1507.5,422.47,0.0,16,5,30.63,528.08,2.0
2021-03-13 17:00:00,1856.28,220.62,34.2,17,5,30.59,275.77,4.91
2021-03-13 18:00:00,2136.83,8.21,0.0,18,5,30.27,10.26,1.46
2021-03-13 19:00:00,2421.68,0.0,79.41,19,5,32.09,0.0,6.5
2021-03-13 20:00:00,2737.51,0.0,69.84,20,5,29.81,0.0,6.23
2021-03-13 21:00:00,2862.28,0.0,155.17,21,5,28.58,0.0,8.12
2021-03-13 22:00:00,2576.29,0.0,32.34,22,5,27.72,0.0,4.82
2021-03-13 23:00:00,1926.88,0.0,99.7,23,5,26.25,0.0,7.01
2021-03-14 00:00:00,1543.13,0.0,253.37,0,6,25.85,0.0,9.57
2021-03-14 01:00:00,1100.0,0.0,224.44,1,6,25.87,0.0,9.19
2021-03-14 02:00:00,976.53,0.0,500.0,2,6,25.24,0.0,12.19
2021-03-14 03:00:00,829.92,0.0,500.0,3,6,26.7,0.0,12.16
2021-03-14 04:00:00,705.04,0.0,500.0,4,6,25.8,0.0,13.23
2021-03-14 05:00:00,879.81,0.0,204.08,5,6,25.35,0.0,8.9
2021-03-14 06:00:00,1226.47,10.42,194.28,6,6,24.22,13.03,8.76
2021-03-14 07:00:00,1728.23,234.73,278.64,7,6,25.77,293.42,9.88
2021-03-14 08:00:00,2112.76,376.05,238.67,8,6,26.2,470.07,9.38
2021-03-14 09:00:00,2197.69,550.23,83.58,9,6,26.41,687.79,6.61
2021-03-14 10:00:00,2040.23,689.7,59.79,10,6,28.26,862.12,5.91
2021-03-14 11:00:00,1937.87,770.97,126.77,11,6,28.59,963.71,7.6
2021-03-14 12:00:00,1774.94,843.21,63.83,12,6,28.45,1054.01,6.04
2021-03-14 13:00:00,1630.87,702.86,71.07,13,6,29.9,878.58,6.26
2021-03-14 14:00:00,1575.97,692.78,56.87,14,6,30.21,865.98,5.81
2021-03-14 15:00:00,1369.31,566.36,23.07,15,6,30.14,707.95,4.3
2021-03-14 16:00:00,1508.0,399.69,39.93,16,6,31.03,499.61,5.17
2021-03-14 17:00:00,1819.93,282.81,14.96,17,6,30.9,353.51,3.73
2021-03-14 18:00:00,2066.16,16.05,14.69,18,6,30.61,20.07,3.7
2021-03-14 19:00:00,2326.54,0.0,94.19,19,6,29.62,0.0,6.88
2021-03-14 20:00:00,2710.35,0.0,76.89,20,6,26.78,0.0,6.43
2021-03-14 21:00:00,2736.78,0.0,150.35,21,6,29.86,0.0,8.04
2021-03-14 22:00:00,2479.85,0.0,289.98,22,6,28.27,0.0,10.01
2021-03-14 23:00:00,1905.79,0.0,305.66,23,6,28.22,0.0,10.18
2021-03-15 00:00:00,1573.68,0.0,191.59,0,0,26.97,0.0,8.72
2021-03-15 01:00:00,1091.28,0.0,500.0,1,0,26.26,0.0,12.25
2021-03-15 02:00:00,952.73,0.0,440.22,2,0,24.86,0.0,11.5
2021-03-15 03:00:00,861.34,0.0,500.0,3,0,24.85,0.0,13.32
2021-03-15 04:00:00,695.04,0.0,286.68,4,0,24.57,0.0,9.97
2021-03-15 05:00:00,906.21,0.0,319.56,5,0,24.0,0.0,10.34
2021-03-15 06:00:00,1276.64,8.73,266.48,6,0,25.43,10.91,9.73
2021-03-15 07:00:00,1686.14,226.02,263.68,7,0,24.6,282.53,9.7
2021-03-15 08:00:00,2087.88,437.65,186.45,8,0,27.1,547.07,8.64
2021-03-15 09:00:00,2238.78,576.86,222.87,9,0,27.31,721.08,9.17
2021-03-15 10:00:00,2103.1,699.54,241.26,10,0,29.79,874.42,9.41
2021-03-15 11:00:00,1921.38,702.64,88.12,11,0,28.59,878.31,6.73
2021-03-15 12:00:00,1769.68,814.82,36.13,12,0,30.23,1018.52,5.0
2021-03-15 13:00:00,1680.4,800.51,17.2,13,0,29.99,1000.63,3.9
2021-03-15 14:00:00,1560.31,687.4,33.31,14,0,30.62,859.24,4.86
2021-03-15 15:00:00,1372.09,533.37,22.01,15,0,31.34,666.71,4.24
2021-03-15 16:00:00,1533.16,448.09,12.85,16,0,30.88,560.11,3.54
2021-03-15 17:00:00,1820.65,153.74,11.14,17,0,31.53,192.17,3.38
2021-03-15 18:00:00,2123.59,40.41,73.28,18,0,31.38,50.51,6.33
2021-03-15 19:00:00,2331.4,0.0,29.47,19,0,31.0,0.0,4.67
2021-03-15 20:00:00,2611.45,0.0,38.24,20,0,29.06,0.0,5.09
2021-03-15 21:00:00,2879.05,0.0,346.88,21,0,28.27,0.0,10.62
2021-03-15 22:00:00,2547.83,0.0,40.57,22,0,29.11,0.0,5.2
2021-03-15 23:00:00,1974.07,0.0,225.64,23,0,25.43,0.0,9.2
2021-03-16 00:00:00,1524.13,0.0,132.48,0,1,27.01,0.0,7.71
2021-03-16 01:00:00,1141.05,0.0,374.21,1,1,25.31,0.0,10.9
2021-03-16 02:00:00,951.46,0.0,500.0,2,1,25.41,0.0,12.46
2021-03-16 03:00:00,829.08,0.0,283.72,3,1,24.31,0.0,9.93
2021-03-16 04:00:00,699.64,0.0,500.0,4,1,24.78,0.0,12.68
2021-03-16 05:00:00,881.78,0.0,338.14,5,1,24.0,0.0,10.53
2021-03-16 06:00:00,1260.86,0.0,444.7,6,1,27.3,0.0,11.54
2021-03-16 07:00:00,1666.62,204.29,346.29,7,1,26.77,255.37,10.62
2021-03-16 08:00:00,2068.94,397.64,219.79,8,1,27.86,497.06,9.12
2021-03-16 09:00:00,2276.19,523.08,164.4,9,1,27.0,653.85,8.28
2021-03-16 10:00:00,2131.88,779.44,199.89,10,1,27.41,974.31,8.84
2021-03-16 11:00:00,1909.38,777.33,107.48,11,1,26.86,971.67,7.19
2021-03-16 12:00:00,1784.78,854.5,59.14,12,1,30.57,1068.13,5.89
2021-03-16 13:00:00,1716.2,726.42,28.32,13,1,31.45,908.02,4.61
2021-03-16 14:00:00,1565.02,706.14,36.28,14,1,29.48,882.68,5.01
2021-03-16 15:00:00,1425.14,513.68,172.29,15,1,30.69,642.1,8.41
2021-03-16 16:00:00,1573.8,395.4,78.59,16,1,30.79,494.25,6.48
2021-03-16 17:00:00,1779.07,209.51,16.05,17,1,31.1,261.89,3.81
2021-03-16 18:00:00,2129.02,0.0,60.36,18,1,31.16,0.0,5.93
2021-03-16 19:00:00,2320.1,0.0,18.17,19,1,29.01,0.0,3.98
2021-03-16 20:00:00,2711.44,0.0,61.27,20,1,30.14,0.0,5.96
2021-03-16 21:00:00,2754.25,0.0,75.82,21,1,28.41,0.0,6.4
2021-03-16 22:00:00,2475.24,0.0,145.59,22,1,27.25,0.0,7.95
2021-03-16 23:00:00,1996.38,0.0,111.99,23,1,27.98,0.0,7.29
2021-03-17 00:00:00,1506.2,0.0,232.16,0,2,24.91,0.0,9.29
2021-03-17 01:00:00,1131.09,0.0,308.55,1,2,24.56,0.0,10.22
2021-03-17 02:00:00,972.93,0.0,500.0,2,2,24.97,0.0,14.42
2021-03-17 03:00:00,834.83,0.0,442.75,3,2,26.28,0.0,11.52
2021-03-17 04:00:00,697.48,0.0,382.62,4,2,24.0,0.0,10.98
2021-03-17 05:00:00,914.48,0.0,489.85,5,2,24.49,0.0,11.92
